franchise,franchiseID,clientName,clientID,serviceLocation,streetNo,locationStreet,state,city,zip,contactName
Jacksonville North,39,Jacksonville Flower Market,43360,"9731 Beach Blvd, Suite 1  JACKSONVILLE, FL 32246",9731,"Beach Blvd, Suite 1",FL,JACKSONVILLE,32246.0,Jason Seals
Jacksonville North,39,Southeastern Aluminum Products,14505,"3525 Imeson Road  JACKSONVILLE, FL 32220",3525,Imeson Road,FL,JACKSONVILLE,32220.0,Elaine Vlassis
Jacksonville North,39,Citrus Distillers,28380,"2222 Harper St  JACKSONVILLE, FL 32204",2222,Harper St,FL,JACKSONVILLE,32204.0,Dustin Skartved
Jacksonville North,39,Crowley,43161,"2831 Talleyrand Avenue  JACKSONVILLE, FL 32206",2831,Talleyrand Avenue,FL,JACKSONVILLE,32206.0,Patrick Tamasitis
Jacksonville North,39,Unipart,43481,"13389 International Pkwy  JACKSONVILLE, FL 32218",13389,International Pkwy,FL,JACKSONVILLE,32218.0,Jeffery Elam
Jacksonville North,39,Carpet Image Services,44132,"3615 Southside Blvd  JACKSONVILLE, FL 32216",3615,Southside Blvd,FL,JACKSONVILLE,32216.0,Alonzo Alonzo
Jacksonville North,39,TFORCE FREIGHT-JAX (F)/Jacksonville,27853,"4600 Walgreen Rd  JACKSONVILLE, FL 32209",4600,Walgreen Rd,FL,JACKSONVILLE,32209.0,Dalton Moore
Jacksonville North,39,Total Distribution,24392,"600 Ellis Rd N  JACKSONVILLE, FL 32254",600,Ellis Rd N,FL,JACKSONVILLE,32254.0,Darron Rhodes
Jacksonville North,39,Jaguar Power Sports,44919,"4052 University Blvd S  JACKSONVILLE, FL 32216",4052,University Blvd S,FL,JACKSONVILLE,32216.0,Nancy Ellis
Jacksonville North,39,JaxCo Furniture,1536,"9978 Atlantic Blvd.  JACKSONVILLE, FL 32225",9978,Atlantic Blvd.,FL,JACKSONVILLE,32225.0,Mike McCann
Jacksonville North,39,Shoreline Capital,34333,"1057 Broward Rd  JACKSONVILLE, FL 32218",1057,Broward Rd,FL,JACKSONVILLE,32218.0,Ari Licht
Jacksonville North,39,Simple Signman,46048,"6602 Executive Park Ct. N, #201  JACKSONVILLE, FL 32216",6602,"Executive Park Ct. N, #201",FL,JACKSONVILLE,32216.0,Walt Wilson
Jacksonville North,39,Salvage Florida,46476,"26 Industrial Loop Dr E  ORANGE PARK, FL 32073",26,Industrial Loop Dr E,FL,ORANGE PARK,32073.0,Mitch Wilcox
Jacksonville North,39,CES,16433,"4601-203 Bulls Bay Highway  JACKSONVILLE, FL 32219",4601-203,Bulls Bay Highway,FL,JACKSONVILLE,32219.0,Vernon Peterson
Jacksonville North,39,Shipping And Handling,12804,"4344 Phillips Hwy  JACKSONVILLE, FL 32207",4344,Phillips Hwy,FL,JACKSONVILLE,32207.0,Dale Leath
Jacksonville North,39,BJ's Wholesale - Jacksonville,46674,"4500 Directors Rd  JACKSONVILLE, FL 32220",4500,Directors Rd,FL,JACKSONVILLE,32220.0,Robert Brooks
Jacksonville North,39,Fenetex,46252,"259 Ellis Rd S  JACKSONVILLE, FL 32254",259,Ellis Rd S,FL,JACKSONVILLE,32254.0,Diane Bruce
Jacksonville North,39,PuroClean - Jacksonville,47108,"1057 Ellis Rd N, Suite 12  JACKSONVILLE, FL 32254",1057,"Ellis Rd N, Suite 12",FL,JACKSONVILLE,32254.0,Wayne Terry
Jacksonville North,39,Veritiv - Jacksonville FL,28077,"7735 Westside Industrial Drive  JACKSONVILLE, FL 32219",7735,Westside Industrial Drive,FL,JACKSONVILLE,32219.0,Courtney Crawford
Jacksonville North,39,Floor & Decor - 103 Jacksonville,31626,"8102 Blanding Blvd  JACKSONVILLE, FL 32244",8102,Blanding Blvd,FL,JACKSONVILLE,32244.0,Shamika Dorsett
Jacksonville North,39,General Truck,47379,"5310 Broadway Ave  JACKSONVILLE, FL 32254",5310,Broadway Ave,FL,JACKSONVILLE,32254.0,Ricky Jarriel
Jacksonville North,39,Blevins,47383,"6740 Broadway Ave  JACKSONVILLE, FL 32254",6740,Broadway Ave,FL,JACKSONVILLE,32254.0,Kevin Greer
Jacksonville North,39,Five Star Floors,48036,"5556 Spring Park Rd  JACKSONVILLE, FL 32216",5556,Spring Park Rd,FL,JACKSONVILLE,32216.0,Belinda Bruun
Jacksonville North,39,ASM Global,48227,"1 TIAA Bank Field Drive  JACKSONVILLE, FL 32202",1,TIAA Bank Field Drive,FL,JACKSONVILLE,32202.0,Danny Williams
Jacksonville North,39,Arizona Shower Door,48493,"8100-1 Westside Industrial Drive  JACKSONVILLE, FL 32219",,,,,,Greg Smoot
Jacksonville North,39,FCC Cabinets,1075,"1030 Ellis Road North  JACKSONVILLE, FL 32254",1030,Ellis Road North,FL,JACKSONVILLE,32254.0,Tami Powell
Jacksonville North,39,Puro Clean,47108,"1057 Ellis Rd N, Suite 12  JACKSONVILLE, FL 32254",1057,"Ellis Rd N, Suite 12",FL,JACKSONVILLE,32254.0,Wayne Terry
